edad	trabajo	estciv	educacion	mora	balance	vivienda	prestamo	contacto	dia	mes	duracion	campana	pdias	previo	presultado	y
57	management	married	primaria	no	-226	si	no	desconocido	4	jun	272	1	-1	0	desconocido	no
31	entrepreneur	married	terciario	no	5191	no	no	celular	20	nov	187	2	-1	0	desconocido	no
33	blue-collar	single	secundaria	no	-320	no	no	celular	18	may	268	2	-1	0	desconocido	no
53	entrepreneur	married	terciario	no	2289	si	si	celular	17	nov	183	1	-1	0	desconocido	no
36	admin.	married	secundaria	no	725	si	no	celular	27	feb	123	3	99	8	fracaso	no
32	technician	single	terciario	no	705	si	no	celular	20	apr	20	4	-1	0	desconocido	no
45	blue-collar	married	secundaria	no	776	si	no	celular	6	feb	232	4	253	1	fracaso	no
35	unemployed	married	terciario	no	816	si	no	celular	19	nov	547	7	-1	0	desconocido	no
41	services	married	secundaria	no	171	no	no	celular	21	jul	71	9	-1	0	desconocido	no
54	services	married	secundaria	no	812	no	no	celular	31	jul	113	6	-1	0	desconocido	no
49	services	married	secundaria	no	823	no	no	celular	8	aug	780	4	-1	0	desconocido	si
28	technician	single	secundaria	no	1453	si	no	celular	12	may	246	1	343	1	otro	no
24	blue-collar	single	desconocido	no	431	si	no	desconocido	3	jun	108	12	-1	0	desconocido	no
30	admin.	single	secundaria	no	1009	si	no	celular	29	jan	253	1	-1	0	desconocido	no
32	self-employed	married	primaria	no	286	si	no	celular	6	aug	175	1	-1	0	desconocido	no
53	entrepreneur	married	terciario	no	22370	si	no	desconocido	15	may	106	1	-1	0	desconocido	no
42	blue-collar	married	primaria	no	2111	si	no	celular	7	may	86	2	-1	0	desconocido	no
48	blue-collar	married	primaria	no	5366	si	no	desconocido	21	may	248	3	-1	0	desconocido	no
33	technician	married	secundaria	no	181	si	si	teléfono	28	jul	265	2	-1	0	desconocido	no
31	blue-collar	divorced	secundaria	no	-452	si	no	desconocido	26	may	182	5	-1	0	desconocido	no
56	unemployed	divorced	primaria	no	1770	no	no	celular	5	feb	916	3	-1	0	desconocido	no
58	retired	married	primaria	no	0	no	no	celular	4	aug	506	1	-1	0	desconocido	no
37	admin.	single	secundaria	no	-296	si	no	celular	20	apr	81	1	-1	0	desconocido	no
59	management	married	primaria	no	2358	si	no	celular	17	apr	30	1	-1	0	desconocido	no
50	management	single	terciario	no	1200	no	no	celular	14	aug	904	3	-1	0	desconocido	si
39	housemaid	single	primaria	no	109	si	no	desconocido	6	may	699	3	-1	0	desconocido	no
30	technician	married	secundaria	no	616	si	no	celular	6	may	19	1	-1	0	desconocido	no
47	services	divorced	secundaria	no	4906	si	no	desconocido	14	may	389	1	-1	0	desconocido	no
44	self-employed	married	secundaria	no	313	no	no	celular	6	aug	211	4	-1	0	desconocido	no
38	blue-collar	married	primaria	no	290	si	no	celular	16	apr	283	1	-1	0	desconocido	no
50	management	married	terciario	no	1240	no	no	celular	12	aug	474	2	-1	0	desconocido	no
27	admin.	single	terciario	no	3672	si	no	celular	15	may	157	2	351	5	fracaso	no
73	retired	married	secundaria	no	19	no	no	celular	5	nov	509	2	-1	0	desconocido	no
46	blue-collar	married	primaria	no	143	si	no	desconocido	7	may	279	1	-1	0	desconocido	no
56	retired	divorced	secundaria	no	212	no	si	teléfono	17	jul	27	1	-1	0	desconocido	no
36	management	married	terciario	no	9	no	no	celular	11	aug	386	4	-1	0	desconocido	si
33	blue-collar	married	primaria	no	3074	no	no	celular	18	nov	679	1	-1	0	desconocido	no
40	management	married	terciario	no	1734	si	no	desconocido	2	jun	169	1	-1	0	desconocido	no
52	management	married	terciario	no	575	no	no	desconocido	3	jun	315	1	-1	0	desconocido	no
51	blue-collar	married	secundaria	no	397	si	no	celular	20	aug	293	2	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	640	si	no	celular	3	feb	439	3	-1	0	desconocido	no
54	services	married	secundaria	no	158	si	no	desconocido	19	may	198	1	-1	0	desconocido	no
44	management	married	secundaria	no	2984	si	no	desconocido	15	may	770	2	-1	0	desconocido	no
50	entrepreneur	married	secundaria	no	1011	si	no	teléfono	30	jul	340	2	-1	0	desconocido	no
45	blue-collar	single	secundaria	no	0	si	no	celular	26	apr	1472	1	192	4	fracaso	si
36	management	married	terciario	no	1133	si	no	celular	4	aug	293	1	181	2	otro	si
42	technician	married	secundaria	no	4945	si	no	celular	2	mar	311	2	-1	0	desconocido	si
37	technician	married	secundaria	no	712	si	no	celular	18	nov	291	2	-1	0	desconocido	no
28	services	single	secundaria	no	-427	si	si	desconocido	21	may	965	2	-1	0	desconocido	no
56	admin.	married	secundaria	no	2146	no	si	desconocido	9	jun	594	1	-1	0	desconocido	no
59	admin.	married	secundaria	no	92	si	no	celular	12	may	139	2	350	1	fracaso	no
32	unemployed	married	secundaria	no	10	si	no	desconocido	6	may	501	4	-1	0	desconocido	no
57	retired	married	primaria	no	1238	si	no	celular	15	jul	274	1	-1	0	desconocido	no
49	admin.	single	secundaria	no	981	si	no	teléfono	21	nov	10	3	-1	0	desconocido	no
56	entrepreneur	married	desconocido	no	575	no	no	desconocido	20	jun	18	2	-1	0	desconocido	no
48	admin.	divorced	desconocido	no	-70	no	no	celular	14	may	243	1	-1	0	desconocido	no
27	student	single	terciario	no	3733	si	no	celular	22	may	198	1	98	6	éxito	si
31	management	single	terciario	no	574	si	no	celular	16	jul	410	2	-1	0	desconocido	no
28	blue-collar	single	secundaria	no	43	no	no	desconocido	19	may	190	1	-1	0	desconocido	no
36	management	married	terciario	no	428	no	no	desconocido	28	may	121	1	-1	0	desconocido	no
58	housemaid	married	primaria	no	0	si	no	teléfono	9	jul	148	1	-1	0	desconocido	no
46	admin.	married	secundaria	no	0	si	si	celular	20	apr	239	2	259	2	fracaso	no
32	management	single	terciario	no	474	si	no	celular	7	aug	90	3	-1	0	desconocido	no
39	services	married	secundaria	no	-540	no	no	desconocido	6	jun	29	1	-1	0	desconocido	no
35	self-employed	married	terciario	no	560	si	no	celular	2	apr	58	1	136	1	fracaso	no
31	management	married	terciario	no	325	si	no	celular	18	jul	1139	2	-1	0	desconocido	si
29	management	single	terciario	no	437	no	no	celular	5	aug	504	1	92	1	éxito	si
48	blue-collar	married	primaria	no	574	no	no	celular	5	aug	348	1	-1	0	desconocido	no
60	retired	married	primaria	no	0	no	no	teléfono	30	jul	130	3	-1	0	desconocido	no
74	retired	married	secundaria	no	935	no	no	celular	26	jan	100	1	104	1	otro	no
30	services	married	secundaria	no	699	si	no	desconocido	29	may	544	1	-1	0	desconocido	no
52	admin.	single	primaria	no	0	no	no	desconocido	19	may	182	11	-1	0	desconocido	no
24	blue-collar	married	secundaria	no	-220	si	no	celular	2	apr	90	1	-1	0	desconocido	no
29	services	married	secundaria	no	11417	si	no	desconocido	28	may	272	2	-1	0	desconocido	no
33	housemaid	married	primaria	no	212	si	no	celular	11	jul	260	2	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	67	si	si	desconocido	8	may	672	3	-1	0	desconocido	no
45	admin.	divorced	secundaria	no	0	no	no	celular	29	oct	264	1	-1	0	desconocido	si
31	blue-collar	married	secundaria	no	0	no	si	teléfono	15	jul	275	2	-1	0	desconocido	no
45	technician	married	secundaria	no	1673	no	no	celular	23	oct	76	1	-1	0	desconocido	no
27	services	married	secundaria	no	-1202	si	no	desconocido	4	jun	749	2	-1	0	desconocido	no
30	management	single	terciario	no	4213	no	no	celular	25	aug	142	4	-1	0	desconocido	no
45	blue-collar	married	primaria	no	0	no	no	celular	26	aug	454	2	-1	0	desconocido	no
57	blue-collar	married	secundaria	no	1521	si	si	celular	18	may	102	2	178	5	fracaso	no
34	management	married	terciario	no	1310	no	no	teléfono	30	jan	521	3	158	7	otro	no
40	admin.	married	secundaria	no	0	si	si	celular	17	nov	57	1	-1	0	desconocido	no
39	management	married	terciario	no	399	no	no	celular	9	apr	504	1	-1	0	desconocido	no
46	technician	married	terciario	no	405	no	no	celular	11	aug	138	3	-1	0	desconocido	no
55	management	divorced	terciario	no	9756	si	no	celular	5	jun	103	2	95	1	otro	si
25	management	single	terciario	no	2506	no	no	celular	17	feb	485	1	-1	0	desconocido	si
34	management	married	terciario	no	697	no	no	celular	5	aug	166	1	-1	0	desconocido	no
37	blue-collar	married	primaria	no	403	si	no	celular	8	may	318	2	338	1	éxito	no
64	retired	divorced	terciario	no	890	no	no	celular	3	jul	531	3	-1	0	desconocido	no
45	technician	divorced	secundaria	no	809	si	no	celular	13	may	155	2	363	4	fracaso	no
57	housemaid	married	secundaria	no	158	si	no	teléfono	10	jul	73	1	-1	0	desconocido	no
21	student	single	desconocido	no	137	si	no	desconocido	12	may	198	3	-1	0	desconocido	no
58	housemaid	married	secundaria	no	2705	no	no	teléfono	14	aug	137	1	-1	0	desconocido	no
41	blue-collar	single	secundaria	no	75	si	no	desconocido	1	jul	479	9	-1	0	desconocido	si
41	management	married	desconocido	no	2457	si	no	desconocido	9	may	285	1	-1	0	desconocido	no
58	management	married	terciario	no	541	si	no	celular	8	may	98	1	-1	0	desconocido	no
33	management	married	terciario	no	287	si	no	celular	15	may	199	2	274	3	otro	no
32	management	married	terciario	no	273	si	si	celular	18	jul	97	3	-1	0	desconocido	no
44	services	divorced	secundaria	no	0	si	no	desconocido	4	jun	389	5	-1	0	desconocido	no
47	desconocido	married	desconocido	no	677	no	no	celular	7	aug	384	1	99	4	éxito	no
41	self-employed	married	primaria	no	340	no	no	desconocido	6	jun	37	3	-1	0	desconocido	no
54	technician	married	terciario	no	98	no	no	celular	8	aug	420	4	-1	0	desconocido	no
47	technician	divorced	terciario	no	477	si	no	teléfono	7	may	973	1	366	1	fracaso	no
32	management	single	terciario	no	2629	no	no	celular	28	aug	77	4	-1	0	desconocido	no
59	housemaid	married	terciario	no	0	no	si	celular	29	jul	376	2	-1	0	desconocido	no
29	technician	single	terciario	no	2325	no	no	celular	2	feb	125	1	-1	0	desconocido	si
48	services	married	secundaria	si	-20	no	no	celular	20	aug	142	2	-1	0	desconocido	no
32	technician	single	secundaria	no	230	si	no	celular	18	may	442	1	266	8	fracaso	si
46	management	divorced	secundaria	no	-852	no	si	celular	29	aug	728	2	-1	0	desconocido	no
31	blue-collar	single	primaria	no	-280	no	no	desconocido	21	may	281	3	-1	0	desconocido	no
53	blue-collar	married	secundaria	no	25	no	no	celular	22	aug	528	2	-1	0	desconocido	si
34	technician	single	terciario	no	9851	si	no	celular	20	nov	128	5	-1	0	desconocido	no
48	services	single	desconocido	no	5095	si	no	desconocido	16	jun	71	1	-1	0	desconocido	no
32	technician	married	secundaria	no	687	no	no	celular	20	aug	161	4	-1	0	desconocido	no
31	management	married	secundaria	no	1368	si	no	celular	12	aug	129	4	-1	0	desconocido	no
27	blue-collar	single	primaria	no	-179	si	no	celular	15	may	54	2	-1	0	desconocido	no
60	admin.	married	secundaria	no	-396	si	no	celular	11	may	443	1	350	1	fracaso	no
34	blue-collar	single	terciario	no	1011	si	no	desconocido	6	may	136	1	-1	0	desconocido	no
52	self-employed	married	secundaria	no	9	no	si	desconocido	6	jun	44	1	-1	0	desconocido	no
48	blue-collar	married	secundaria	no	1159	si	si	celular	15	may	1181	9	-1	0	desconocido	no
45	technician	married	primaria	no	-322	no	no	desconocido	9	jun	225	2	-1	0	desconocido	no
54	technician	divorced	secundaria	no	1114	si	no	celular	30	jan	81	1	-1	0	desconocido	no
52	services	married	secundaria	no	2072	no	no	celular	10	jul	224	1	-1	0	desconocido	no
47	entrepreneur	married	terciario	no	459	si	no	celular	29	jul	189	4	-1	0	desconocido	no
54	desconocido	married	secundaria	no	1157	no	no	celular	26	may	98	2	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	8309	si	si	celular	19	nov	50	1	-1	0	desconocido	no
39	technician	single	terciario	no	1043	no	no	celular	18	aug	195	10	-1	0	desconocido	no
46	technician	married	secundaria	no	2098	no	no	celular	7	aug	110	2	-1	0	desconocido	no
26	unemployed	single	secundaria	no	461	no	no	celular	28	jan	214	1	-1	0	desconocido	no
37	technician	single	secundaria	no	61	si	no	desconocido	19	may	182	8	-1	0	desconocido	no
47	blue-collar	married	secundaria	no	1203	si	no	celular	17	apr	239	2	-1	0	desconocido	no
35	technician	married	secundaria	no	1067	no	si	celular	12	aug	179	6	-1	0	desconocido	no
57	unemployed	married	primaria	no	0	no	no	desconocido	9	jun	540	1	-1	0	desconocido	no
34	management	married	terciario	no	1657	si	no	celular	18	may	566	2	356	4	fracaso	no
47	technician	married	secundaria	no	1219	no	no	celular	18	aug	697	4	-1	0	desconocido	si
27	technician	married	secundaria	no	7	si	no	desconocido	15	may	98	2	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	-839	si	si	celular	16	jul	1018	2	-1	0	desconocido	si
39	technician	married	secundaria	no	994	no	no	celular	5	feb	221	1	241	1	fracaso	no
36	entrepreneur	married	terciario	no	6	no	no	teléfono	30	oct	246	1	-1	0	desconocido	no
42	technician	single	secundaria	no	0	no	no	celular	21	aug	656	2	-1	0	desconocido	no
23	blue-collar	single	primaria	no	8627	si	no	desconocido	3	jun	281	1	-1	0	desconocido	no
34	management	married	terciario	no	133	si	no	desconocido	8	may	65	1	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	247	si	si	desconocido	26	may	193	5	-1	0	desconocido	no
49	services	married	secundaria	no	1114	no	no	celular	17	nov	283	1	-1	0	desconocido	no
57	blue-collar	married	primaria	no	1592	no	si	desconocido	20	jun	78	4	-1	0	desconocido	no
59	retired	married	desconocido	no	0	no	no	desconocido	8	may	425	6	-1	0	desconocido	no
57	admin.	married	terciario	no	46	no	no	celular	7	aug	238	2	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	1221	si	no	celular	6	may	182	1	90	8	fracaso	no
61	management	married	secundaria	no	985	no	no	celular	18	aug	998	6	-1	0	desconocido	si
35	blue-collar	divorced	secundaria	no	0	si	no	desconocido	8	may	477	1	-1	0	desconocido	no
42	management	married	terciario	no	520	no	no	celular	4	nov	158	1	-1	0	desconocido	no
57	services	married	terciario	no	10	no	no	teléfono	8	jul	320	3	-1	0	desconocido	no
42	blue-collar	married	secundaria	no	2157	si	no	celular	13	may	149	1	364	2	fracaso	no
53	retired	married	secundaria	no	6095	si	si	celular	14	may	410	5	-1	0	desconocido	no
63	retired	married	terciario	no	133	si	no	celular	13	feb	104	2	-1	0	desconocido	no
47	self-employed	married	secundaria	no	1121	no	no	desconocido	20	jun	454	6	-1	0	desconocido	no
54	services	married	secundaria	no	88	si	no	desconocido	13	may	190	1	-1	0	desconocido	no
45	admin.	married	secundaria	no	0	no	no	celular	19	aug	145	10	-1	0	desconocido	no
28	management	single	terciario	no	-328	si	no	teléfono	2	feb	318	2	-1	0	desconocido	no
58	unemployed	married	secundaria	no	610	si	no	teléfono	29	jul	246	2	-1	0	desconocido	no
48	management	single	terciario	no	414	no	no	celular	21	jul	761	2	-1	0	desconocido	no
35	management	divorced	terciario	no	0	si	no	teléfono	29	oct	171	1	-1	0	desconocido	si
37	self-employed	married	terciario	no	0	no	no	desconocido	6	jun	143	1	-1	0	desconocido	no
37	blue-collar	married	secundaria	no	685	si	no	desconocido	6	jun	968	1	-1	0	desconocido	no
37	management	married	primaria	no	22856	no	no	celular	2	jul	154	1	388	1	fracaso	no
25	services	single	secundaria	no	-352	no	no	celular	15	jul	246	1	-1	0	desconocido	no
58	blue-collar	married	secundaria	no	602	si	no	celular	13	may	201	1	-1	0	desconocido	no
52	management	married	secundaria	no	-588	si	no	celular	22	jul	81	4	-1	0	desconocido	no
19	student	single	secundaria	no	302	no	no	celular	16	jul	205	1	-1	0	desconocido	si
59	blue-collar	married	secundaria	no	5314	si	no	celular	5	may	200	3	-1	0	desconocido	no
41	technician	married	secundaria	no	64	si	si	desconocido	8	may	210	2	-1	0	desconocido	no
34	technician	single	terciario	no	632	no	no	celular	22	aug	215	10	-1	0	desconocido	no
35	technician	single	secundaria	no	5731	si	no	celular	4	may	164	2	167	4	otro	no
41	technician	married	secundaria	no	902	no	no	desconocido	16	jun	35	6	-1	0	desconocido	no
28	blue-collar	single	secundaria	no	6307	si	no	desconocido	28	may	615	1	-1	0	desconocido	no
53	management	divorced	secundaria	no	112	no	si	celular	11	aug	246	3	-1	0	desconocido	no
35	services	married	secundaria	no	0	no	si	teléfono	9	jul	42	1	-1	0	desconocido	no
33	admin.	single	terciario	no	621	no	no	celular	8	jul	217	1	-1	0	desconocido	no
37	technician	single	secundaria	no	435	si	no	desconocido	26	may	210	1	-1	0	desconocido	no
32	technician	married	secundaria	no	782	si	no	desconocido	26	may	116	4	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	478	si	no	desconocido	3	jun	200	1	-1	0	desconocido	no
54	services	married	desconocido	no	7864	si	no	desconocido	15	may	145	4	-1	0	desconocido	no
44	blue-collar	married	secundaria	no	1910	si	no	desconocido	5	jun	41	1	-1	0	desconocido	no
36	technician	divorced	terciario	no	1174	si	no	celular	18	nov	192	2	-1	0	desconocido	no
56	admin.	married	secundaria	no	1270	si	no	celular	17	nov	80	2	165	2	otro	no
30	management	single	terciario	no	18	no	no	desconocido	20	may	121	11	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	141	si	no	desconocido	23	may	106	3	-1	0	desconocido	no
43	management	married	terciario	no	2886	no	no	celular	20	nov	230	1	-1	0	desconocido	no
40	technician	married	secundaria	no	2715	si	no	desconocido	29	may	125	2	-1	0	desconocido	no
32	technician	single	terciario	no	1100	si	si	celular	11	aug	67	1	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	516	si	si	desconocido	2	jun	26	1	-1	0	desconocido	no
37	services	married	secundaria	no	1	no	no	desconocido	15	may	395	2	-1	0	desconocido	no
28	admin.	single	secundaria	no	775	no	no	celular	29	jan	603	2	-1	0	desconocido	no
35	desconocido	married	primaria	no	634	no	no	celular	7	jul	185	2	-1	0	desconocido	no
53	blue-collar	single	secundaria	no	5715	no	no	celular	28	jan	287	2	-1	0	desconocido	no
60	admin.	married	desconocido	no	1088	si	no	celular	26	may	149	1	-1	0	desconocido	no
40	entrepreneur	married	secundaria	no	1532	si	si	celular	18	nov	173	7	-1	0	desconocido	no
57	retired	married	primaria	no	75	no	no	celular	28	aug	118	2	-1	0	desconocido	no
29	technician	single	secundaria	no	103	no	no	desconocido	19	may	314	1	-1	0	desconocido	no
44	blue-collar	married	primaria	no	134	si	no	celular	7	may	378	1	-1	0	desconocido	no
41	admin.	single	secundaria	no	748	no	no	teléfono	21	nov	94	7	130	3	otro	no
47	technician	married	secundaria	no	1990	si	si	celular	25	aug	108	4	-1	0	desconocido	no
43	technician	married	terciario	no	192	no	no	celular	5	aug	203	2	-1	0	desconocido	no
37	technician	single	secundaria	no	267	no	no	celular	13	may	121	1	-1	0	desconocido	no
34	technician	single	terciario	no	586	si	no	desconocido	16	may	489	2	-1	0	desconocido	no
30	blue-collar	single	secundaria	no	648	si	si	desconocido	8	may	287	1	-1	0	desconocido	no
57	entrepreneur	divorced	secundaria	si	25	si	no	celular	11	may	652	1	370	4	otro	no
26	admin.	single	secundaria	no	96	si	no	celular	13	may	612	2	348	3	otro	no
34	management	married	terciario	no	1116	si	no	celular	25	jul	53	5	-1	0	desconocido	no
46	technician	divorced	secundaria	no	-90	no	si	teléfono	17	oct	270	1	-1	0	desconocido	si
38	entrepreneur	married	terciario	no	170	si	no	celular	18	may	442	1	-1	0	desconocido	si
37	technician	single	secundaria	no	3665	no	no	celular	12	aug	664	3	-1	0	desconocido	si
28	management	single	terciario	no	2380	no	no	celular	14	sep	394	2	-1	0	desconocido	no
57	blue-collar	married	primaria	no	179	no	no	desconocido	9	jun	230	3	-1	0	desconocido	no
39	management	married	terciario	no	763	si	no	celular	11	may	877	7	300	2	otro	si
49	services	married	secundaria	no	320	no	no	teléfono	9	feb	1971	4	-1	0	desconocido	si
38	technician	married	secundaria	no	1960	si	no	celular	21	aug	161	2	-1	0	desconocido	no
27	blue-collar	married	secundaria	no	818	si	no	desconocido	3	jun	188	5	-1	0	desconocido	no
30	admin.	married	secundaria	no	2678	si	no	celular	18	may	23	5	-1	0	desconocido	no
38	admin.	married	terciario	no	1980	no	no	celular	5	aug	176	2	-1	0	desconocido	no
36	management	married	terciario	no	1582	no	no	teléfono	3	feb	26	2	197	1	fracaso	no
38	retired	single	desconocido	no	62	no	no	desconocido	19	jun	212	1	-1	0	desconocido	no
59	housemaid	married	primaria	no	235	no	no	celular	13	aug	119	2	-1	0	desconocido	no
37	management	married	terciario	no	489	si	no	celular	7	aug	205	5	-1	0	desconocido	no
29	self-employed	married	terciario	no	3931	si	no	desconocido	3	jun	73	4	-1	0	desconocido	no
43	blue-collar	married	secundaria	no	699	si	si	celular	20	nov	1258	2	122	2	otro	si
33	technician	married	secundaria	no	58	si	no	teléfono	29	aug	57	2	-1	0	desconocido	no
54	housemaid	divorced	secundaria	no	1327	no	no	desconocido	5	jun	115	2	-1	0	desconocido	no
55	services	married	secundaria	no	557	no	no	desconocido	19	jun	58	1	-1	0	desconocido	no
32	technician	single	terciario	no	741	si	no	celular	11	aug	238	1	-1	0	desconocido	no
48	management	married	primaria	no	3230	si	no	teléfono	20	nov	207	3	-1	0	desconocido	no
33	management	single	terciario	no	1439	si	no	celular	3	jun	178	2	-1	0	desconocido	no
46	admin.	married	secundaria	no	120	si	no	desconocido	14	may	20	11	-1	0	desconocido	no
44	management	married	terciario	no	1058	no	no	celular	11	mar	188	3	-1	0	desconocido	si
47	blue-collar	married	primaria	no	881	si	no	celular	14	may	143	1	370	2	fracaso	no
38	technician	married	secundaria	no	6728	no	no	celular	25	nov	232	1	96	4	éxito	si
80	retired	married	secundaria	no	462	no	no	celular	7	dec	127	2	-1	0	desconocido	no
40	self-employed	married	secundaria	no	167	si	si	celular	8	may	380	4	295	1	fracaso	no
43	entrepreneur	married	terciario	no	1574	si	no	celular	19	nov	167	3	-1	0	desconocido	no
32	technician	single	terciario	no	1625	no	no	celular	22	may	796	1	109	1	fracaso	si
39	management	married	terciario	no	562	no	no	celular	13	sep	303	2	-1	0	desconocido	no
33	technician	married	secundaria	no	9305	si	no	celular	17	apr	407	2	-1	0	desconocido	no
31	technician	single	secundaria	no	35	no	si	celular	16	jul	229	1	-1	0	desconocido	no
36	management	single	terciario	no	0	no	no	celular	11	aug	108	2	-1	0	desconocido	no
35	management	single	terciario	no	2486	si	no	celular	25	may	265	1	-1	0	desconocido	no
25	services	single	secundaria	no	368	no	no	teléfono	25	jul	168	1	-1	0	desconocido	no
33	management	single	secundaria	no	1558	si	no	celular	17	apr	97	1	-1	0	desconocido	no
23	blue-collar	single	primaria	no	8627	si	no	celular	15	may	169	1	346	1	fracaso	no
31	management	single	terciario	no	2590	no	no	celular	23	sep	103	2	484	2	otro	no
36	management	married	terciario	no	0	si	si	desconocido	3	jun	599	3	-1	0	desconocido	no
44	technician	single	terciario	no	900	si	no	celular	29	jan	322	2	-1	0	desconocido	no
31	management	single	terciario	no	385	si	no	desconocido	21	may	304	1	-1	0	desconocido	no
55	blue-collar	married	primaria	no	1649	si	no	celular	12	may	52	3	-1	0	desconocido	no
51	housemaid	divorced	secundaria	no	9228	no	no	celular	18	jul	655	4	-1	0	desconocido	si
36	admin.	married	secundaria	no	0	si	si	celular	9	feb	101	2	-1	0	desconocido	no
27	unemployed	single	terciario	no	1	no	no	celular	3	feb	65	2	-1	0	desconocido	no
40	services	married	secundaria	no	771	si	no	celular	15	may	173	4	-1	0	desconocido	no
49	services	married	secundaria	no	280	si	no	teléfono	14	jul	162	3	-1	0	desconocido	no
59	retired	married	primaria	no	46	no	no	celular	14	aug	78	2	-1	0	desconocido	no
32	management	married	terciario	no	2431	si	no	celular	14	may	646	5	-1	0	desconocido	si
42	retired	single	terciario	no	308	no	no	celular	30	jan	114	2	-1	0	desconocido	no
35	management	divorced	terciario	no	160	si	no	desconocido	4	jun	141	6	-1	0	desconocido	no
29	blue-collar	single	secundaria	no	555	si	no	celular	15	may	133	4	-1	0	desconocido	no
29	technician	single	secundaria	no	778	si	no	desconocido	6	jun	1994	2	-1	0	desconocido	no
37	blue-collar	single	secundaria	no	48	no	no	celular	6	may	140	2	-1	0	desconocido	no
49	admin.	married	primaria	no	169	si	no	celular	15	may	82	3	-1	0	desconocido	no
51	services	divorced	secundaria	no	12	si	no	celular	17	nov	150	1	-1	0	desconocido	no
61	housemaid	married	primaria	no	848	no	no	celular	27	apr	605	1	187	1	otro	no
43	management	married	secundaria	no	481	si	no	teléfono	18	nov	164	1	110	2	otro	no
42	services	married	terciario	no	12223	si	no	celular	19	nov	36	1	-1	0	desconocido	no
24	blue-collar	married	secundaria	no	-254	si	si	desconocido	27	may	290	2	-1	0	desconocido	no
46	self-employed	married	terciario	no	1148	no	no	teléfono	29	jul	104	2	-1	0	desconocido	no
23	admin.	single	secundaria	no	5	no	no	desconocido	12	may	413	1	-1	0	desconocido	no
26	services	single	secundaria	no	50	si	no	celular	12	aug	153	1	-1	0	desconocido	no
43	blue-collar	divorced	primaria	no	92	si	no	desconocido	15	may	237	2	-1	0	desconocido	no
35	technician	single	terciario	no	470	si	no	celular	25	jul	743	13	-1	0	desconocido	si
38	technician	married	secundaria	no	0	no	no	celular	28	aug	82	4	-1	0	desconocido	no
56	unemployed	divorced	primaria	no	109	no	no	celular	15	jul	924	4	-1	0	desconocido	no
31	services	married	secundaria	no	440	si	no	desconocido	17	jun	117	3	-1	0	desconocido	no
32	management	single	terciario	no	0	no	no	celular	5	feb	550	4	-1	0	desconocido	si
28	services	single	secundaria	no	2685	no	si	desconocido	24	aug	5	1	-1	0	desconocido	no
26	admin.	divorced	secundaria	si	-3	si	no	desconocido	13	may	181	5	-1	0	desconocido	no
49	management	married	terciario	no	7007	no	no	celular	17	nov	325	2	-1	0	desconocido	no
33	admin.	married	secundaria	no	220	si	no	desconocido	27	may	345	1	-1	0	desconocido	no
80	retired	married	primaria	no	1548	no	no	celular	6	aug	331	2	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	326	si	si	celular	7	jul	112	1	-1	0	desconocido	no
42	technician	divorced	secundaria	no	0	si	no	desconocido	30	may	115	6	-1	0	desconocido	no
46	blue-collar	married	secundaria	no	123	no	no	celular	20	aug	381	3	-1	0	desconocido	no
32	management	single	terciario	no	697	no	no	celular	7	aug	119	1	99	3	fracaso	no
37	services	single	terciario	no	223	si	no	desconocido	28	may	25	1	-1	0	desconocido	no
32	student	married	secundaria	no	1694	si	no	celular	28	jan	929	1	-1	0	desconocido	no
53	management	married	terciario	no	4446	si	no	desconocido	14	may	429	1	-1	0	desconocido	no
39	management	married	terciario	no	894	si	no	celular	20	apr	491	1	326	1	otro	no
31	technician	divorced	secundaria	no	202	si	no	celular	18	jul	146	1	-1	0	desconocido	no
34	management	single	terciario	no	0	no	no	celular	21	aug	191	2	-1	0	desconocido	no
44	technician	married	terciario	no	1707	no	no	celular	8	aug	406	3	-1	0	desconocido	no
35	technician	married	secundaria	no	13658	si	no	teléfono	9	dec	220	2	-1	0	desconocido	no
39	admin.	married	secundaria	no	406	no	no	celular	30	jul	253	5	-1	0	desconocido	no
55	services	married	secundaria	no	96	no	no	teléfono	30	jul	340	2	-1	0	desconocido	no
34	housemaid	married	secundaria	no	0	si	no	desconocido	30	oct	154	1	-1	0	desconocido	si
39	technician	married	terciario	no	-276	no	si	celular	11	aug	121	4	-1	0	desconocido	no
58	retired	married	secundaria	no	413	no	no	celular	27	aug	104	5	-1	0	desconocido	no
37	blue-collar	married	primaria	no	655	si	no	celular	5	feb	127	2	258	4	fracaso	no
56	retired	divorced	primaria	no	694	no	no	celular	29	jan	144	1	102	1	otro	si
32	admin.	single	secundaria	no	10218	si	no	celular	19	nov	149	2	-1	0	desconocido	no
41	technician	single	terciario	no	1646	si	no	celular	4	feb	261	1	184	6	éxito	si
