EDAD	TRABAJO	PESOFIN	EDUCACION	EDUCACIONNUM	ESTADOCIV	OCUPACION	RELACION	RAZA	SEXO	CAPGANADO	CAPPERD	HORASEMA	PAISC	INGRESO
17	 Privado	89821	 11th	7	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	10	 Estados-Unidos	 <=50K
40	 State-gov	184018	 Assoc-voc	11	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	38	 Estados-Unidos	 >50K
45	 Privado	256649	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	160323	 HS-grad	9	 Nunca-casado	 Craft-repair	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
20	 Local-gov	350845	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	10	 Estados-Unidos	 <=50K
33	 Privado	267404	 HS-grad	9	Casado-civil	 Craft-repair	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	35633	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
46	 Self-emp-not-inc	80914	 Masters	14	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
38	 Privado	172927	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
54	 Privado	174319	 HS-grad	9	Divorciado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
46	 Privado	214955	 5th-6th	3	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Femenino	0	2339	45	 Estados-Unidos	 <=50K
25	 Privado	344991	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
46	 Privado	108699	 Some-college	10	Divorciado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
36	 Local-gov	117312	 Some-college	10	Casado-civil	 Transport-moving	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	396099	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
29	 Privado	134152	 HS-grad	9	Separado	 Machine-op-inspct	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	162028	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	2415	6	 Estados-Unidos	 >50K
19	 Privado	25429	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	16	 Estados-Unidos	 <=50K
19	 Privado	232392	 HS-grad	9	 Nunca-casado	 Other-service	 Other-relative	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	220098	 HS-grad	9	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
27	 Privado	301302	 Bachelors	13	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
46	 Self-emp-not-inc	277946	 Assoc-acdm	12	Separado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
34	 State-gov	98101	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	7688	0	45		 >50K
34	 Privado	196164	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
44	 Privado	115562	 Some-college	10	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	96975	 Some-college	10	Divorciado	 Handlers-cleaners	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
20		137300	 HS-grad	9	 Nunca-casado		 Other-relative	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
25	 Privado	86872	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 >50K
52	 Self-emp-inc	132178	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
20	 Privado	416103	 Some-college	10	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
28	 Privado	108574	 Some-college	10	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
50	 State-gov	288353	 Bachelors	13	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
34	 Privado	227689	 Assoc-voc	11	Divorciado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	64	 Estados-Unidos	 <=50K
28	 Privado	166481	 7th-8th	4	Casado-civil	 Handlers-cleaners	 Esposo	 Otra	 Masculino	0	2179	40	 Puerto-Rico	 <=50K
41	 Privado	445382	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	1977	65	 Estados-Unidos	 >50K
28	 Privado	110145	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
46	 Self-emp-not-inc	317253	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	25	 Estados-Unidos	 <=50K
28		123147	 Some-college	10	Casado-civil		 Esposa	 Blanca	 Femenino	0	1887	40	 Estados-Unidos	 >50K
32	 Privado	364657	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
41	 Local-gov	42346	 Some-college	10	Divorciado	 Other-service	 Not-in-family	 Negra	 Femenino	0	0	24	 Estados-Unidos	 <=50K
24	 Privado	241951	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	118500	 Some-college	10	Divorciado	 Exec-magerial	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
46	 Privado	188386	 Doctorate	16	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	60	 Estados-Unidos	 >50K
31	 State-gov	1033222	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	92440	 12th	8	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
52	 Privado	190762	 1st-4th	2	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
30	 Privado	426017	 11th	7	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	19	 Estados-Unidos	 <=50K
34	 Local-gov	243867	 11th	7	Separado	 Machine-op-inspct	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
34	 State-gov	240283	 HS-grad	9	Divorciado	 Transport-moving	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
20	 Privado	61777	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
17	 Privado	175024	 11th	7	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	2176	0	18	 Estados-Unidos	 <=50K
32	 State-gov	92003	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
29	 Privado	188401	 HS-grad	9	Divorciado	 Farming-fishing	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	228528	 10th	6	 Nunca-casado	 Craft-repair	No-casado	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
25	 Privado	133373	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
36	 Federal-gov	255191	 Masters	14	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	1408	40	 Estados-Unidos	 <=50K
23	 Privado	204653	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Blanca	 Masculino	0	0	72	 Dominican-Republic	 <=50K
63	 Self-emp-inc	222289	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
47	 Local-gov	287480	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
80		107762	 HS-grad	9	Viudo		 Not-in-family	 Blanca	 Masculino	0	0	24	 Estados-Unidos	 <=50K
17		202521	 11th	7	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 Self-emp-not-inc	204116	 Bachelors	13	 Casado-conyuge-ausente	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	2174	0	40	 Estados-Unidos	 <=50K
30	 Privado	29662	 Assoc-acdm	12	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 >50K
27	 Privado	116358	 Some-college	10	 Nunca-casado	 Craft-repair	Niño-propio	 Asian-Pac-Islander	 Masculino	0	1980	40	 Philippines	 <=50K
33	 Privado	208405	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
34	 Local-gov	284843	 HS-grad	9	 Nunca-casado	 Farming-fishing	 Not-in-family	 Negra	 Masculino	594	0	60	 Estados-Unidos	 <=50K
34	 Local-gov	117018	 Some-college	10	 Nunca-casado	 Protective-serv	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	81281	 Some-college	10	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
42	 Local-gov	340148	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	363425	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	45857	 HS-grad	9	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	28	 Estados-Unidos	 <=50K
24	 Federal-gov	191073	 HS-grad	9	 Nunca-casado	 Armed-Forces	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	116632	 Some-college	10	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
27	 Privado	405855	 9th	5	 Nunca-casado	 Craft-repair	 Other-relative	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
20	 Privado	298227	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	35	 Estados-Unidos	 <=50K
44	 Privado	290521	 HS-grad	9	Viudo	 Exec-magerial	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
51	 Privado	56915	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Amer-Indian-Eskimo	 Masculino	0	0	40	 Estados-Unidos	 <=50K
20	 Privado	146538	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
17		258872	 11th	7	 Nunca-casado		Niño-propio	 Blanca	 Femenino	0	0	5	 Estados-Unidos	 <=50K
19	 Privado	206399	 HS-grad	9	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
45	 Self-emp-inc	197332	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 >50K
60	 Privado	245062	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
42	 Privado	197583	 Assoc-acdm	12	Casado-civil	 Exec-magerial	 Esposo	 Negra	 Masculino	0	0	40		 >50K
44	 Self-emp-not-inc	234885	 HS-grad	9	Casado-civil	 Sales	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
40	 Privado	72887	 Assoc-voc	11	Casado-civil	 Machine-op-inspct	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	40	 Estados-Unidos	 >50K
30	 Privado	180374	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	351299	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Negra	 Masculino	0	0	50	 Estados-Unidos	 <=50K
23	 Privado	54012	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
32		115745	 Some-college	10	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	116632	 Assoc-acdm	12	 Nunca-casado	 Farming-fishing	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
54	 Local-gov	288825	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
32	 Privado	132601	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
50	 Privado	193374	 1st-4th	2	 Casado-conyuge-ausente	 Craft-repair	No-casado	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
24	 Privado	170070	 Bachelors	13	 Nunca-casado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
37	 Privado	126708	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	60	 Estados-Unidos	 <=50K
52	 Privado	35598	 HS-grad	9	Divorciado	 Transport-moving	No-casado	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	33983	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
49	 Privado	192776	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	1977	45	 Estados-Unidos	 >50K
30	 Privado	118551	 Bachelors	13	Casado-civil	 Tech-support	 Esposa	 Blanca	 Femenino	0	0	16	 Estados-Unidos	 >50K
60	 Privado	201965	 Some-college	10	 Nunca-casado	 Prof-specialty	No-casado	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
22		139883	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	285020	 HS-grad	9	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
30	 Privado	303990	 HS-grad	9	 Nunca-casado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
67	 Privado	49401	 Assoc-voc	11	Divorciado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	24	 Estados-Unidos	 <=50K
46	 Privado	279196	 Bachelors	13	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
17	 Privado	211870	 9th	5	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	6	 Estados-Unidos	 <=50K
22	 Privado	281432	 Some-college	10	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
27	 Privado	161155	 10th	6	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	197904	 HS-grad	9	 Nunca-casado	 Other-service	No-casado	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
33	 Privado	111746	 Assoc-acdm	12	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	45	 Portugal	 <=50K
43	 Self-emp-not-inc	170721	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
28	 State-gov	70100	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
41	 Privado	193626	 HS-grad	9	 Casado-conyuge-ausente	 Craft-repair	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
52		271749	 12th	8	 Nunca-casado		 Other-relative	 Negra	 Masculino	594	0	40	 Estados-Unidos	 <=50K
25	 Privado	189775	 Some-college	10	 Casado-conyuge-ausente	 Adm-clerical	Niño-propio	 Negra	 Femenino	0	0	20	 Estados-Unidos	 <=50K
63		401531	 1st-4th	2	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	35	 Estados-Unidos	 <=50K
59	 Local-gov	286967	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
45	 Local-gov	164427	 Bachelors	13	Divorciado	 Prof-specialty	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	91039	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	15024	0	60	 Estados-Unidos	 >50K
40	 Privado	347934	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
46	 Federal-gov	371373	 HS-grad	9	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	32220	 Assoc-acdm	12	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	60	 Estados-Unidos	 <=50K
34	 Privado	187251	 HS-grad	9	Divorciado	 Prof-specialty	No-casado	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
33	 Privado	178107	 Bachelors	13	 Nunca-casado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
41	 Privado	343121	 HS-grad	9	Divorciado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	36	 Estados-Unidos	 <=50K
20	 Privado	262749	 Some-college	10	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	403107	 5th-6th	3	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	40	 El-Salvador	 <=50K
26	 Privado	64293	 Some-college	10	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
72		303588	 HS-grad	9	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
35		296738	 11th	7	Separado		 Not-in-family	 Blanca	 Femenino	6849	0	60	 Estados-Unidos	 <=50K
40	 Privado	118001	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
49	 Privado	149337	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
29	 Privado	36601	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
43	 Local-gov	118600	 Bachelors	13	Divorciado	 Prof-specialty	No-casado	 Blanca	 Femenino	0	625	40	 Estados-Unidos	 <=50K
39	 Privado	279272	 Assoc-acdm	12	 Nunca-casado	 Transport-moving	 Not-in-family	 Negra	 Masculino	0	0	60	 Estados-Unidos	 <=50K
35	 Privado	181020	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
52	 Privado	165998	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	218136	 Some-college	10	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Negra	 Masculino	0	0	40	 Outlying-US(Guam-USVI-etc)	 <=50K
20	 Self-emp-inc	182200	 HS-grad	9	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
46	 Privado	39363	 Some-college	10	Divorciado	 Other-service	No-casado	 Blanca	 Femenino	0	0	10		 <=50K
24	 Privado	140001	 Bachelors	13	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	193260	 Bachelors	13	Casado-civil	 Craft-repair	 Other-relative	 Asian-Pac-Islander	 Masculino	0	0	30	 India	 <=50K
21	 Privado	191243	 Some-college	10	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Federal-gov	207887	 Bachelors	13	Divorciado	 Exec-magerial	 Other-relative	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
43	 Federal-gov	211450	 HS-grad	9	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
19	 Privado	184759	 HS-grad	9	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	26	 Estados-Unidos	 <=50K
47	 Privado	197836	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
61	 Privado	232308	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
21		189888	 Assoc-acdm	12	 Nunca-casado		 Not-in-family	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 <=50K
35	 Privado	301614	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
60	 Privado	146674	 10th	6	Casado-civil	 Handlers-cleaners	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	225291	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
57	 Local-gov	148509	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	35	 India	 <=50K
56	 Privado	136413	 1st-4th	2	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	126060	 HS-grad	9	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	73064	 7th-8th	4	Casado-civil	 Machine-op-inspct	 Esposa	 Negra	 Femenino	0	0	35	 Estados-Unidos	 <=50K
19	 Privado	39026	 HS-grad	9	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
28	 Self-emp-not-inc	33035	 12th	8	Divorciado	 Other-service	No-casado	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
43	 Privado	193494	 10th	6	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
63	 Local-gov	147440	 Some-college	10	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
22		153131	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	64671	 HS-grad	9	Divorciado	 Handlers-cleaners	Niño-propio	 Asian-Pac-Islander	 Femenino	0	0	40	 Philippines	 <=50K
35	 Self-emp-not-inc	225399	 HS-grad	9	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Blanca	 Masculino	8614	0	40	 Estados-Unidos	 >50K
20	 Privado	174391	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
48	 Privado	377757	 10th	6	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	70	 Estados-Unidos	 <=50K
30	 Local-gov	364310	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Negra	 Femenino	0	0	40	Alemania	 <=50K
31	 Privado	110643	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
20	 Privado	70240	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Asian-Pac-Islander	 Femenino	0	0	24	 Philippines	 <=50K
57	 State-gov	32694	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
41	 Privado	95047	 Assoc-voc	11	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	7688	0	44	 Estados-Unidos	 >50K
33	 Privado	264936	 HS-grad	9	Divorciado	 Adm-clerical	 Other-relative	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	367329	 Assoc-voc	11	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
34	 Privado	56026	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
22	 Privado	186452	 10th	6	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
50	 Privado	125417	 Assoc-acdm	12	Casado-civil	 Exec-magerial	 Esposa	 Negra	 Femenino	0	0	40	 Estados-Unidos	 >50K
40	 Self-emp-not-inc	242082	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
37	 Privado	31023	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	51	 Estados-Unidos	 <=50K
40		397346	 Assoc-acdm	12	Divorciado		 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
53	 Privado	424079	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	55	 Estados-Unidos	 >50K
38	 Self-emp-not-inc	108947	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	7688	0	40	 Estados-Unidos	 >50K
25	 State-gov	261979	 HS-grad	9	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
51	 Privado	55507	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
22		291407	 12th	8	 Nunca-casado		Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
18	 Privado	353358	 Some-college	10	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	16	 Estados-Unidos	 <=50K
41	 Privado	67339	 11th	7	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	7688	0	40	 Estados-Unidos	 >50K
