Valoracion_credito	Edad	Ingresos	Tarjetas_credito	Educacion	Creditos_coche
Malo	22.57	Alto	5 o más	Bachillerato	2 o más
Malo	30.23	Medio	5 o más	Universitario	2 o más
Malo	22.40	Bajo	5 o más	Universitario	2 o más
Malo	31.41	Bajo	5 o más	Bachillerato	2 o más
Malo	34.42	Bajo	5 o más	Universitario	2 o más
Malo	41.31	Medio	5 o más	Bachillerato	2 o más
Malo	27.63	Bajo	5 o más	Universitario	2 o más
Malo	31.35	Alto	Menos de 5	Bachillerato	1 o ninguno
Malo	48.86	Bajo	5 o más	Bachillerato	2 o más
Malo	34.23	Bajo	5 o más	Bachillerato	2 o más
Malo	42.08	Medio	5 o más	Bachillerato	2 o más
Malo	40.53	Alto	5 o más	Universitario	2 o más
Malo	27.63	Medio	5 o más	Bachillerato	2 o más
Malo	21.38	Medio	5 o más	Universitario	2 o más
Malo	35.41	Medio	5 o más	Bachillerato	2 o más
Malo	42.81	Medio	5 o más	Bachillerato	2 o más
Malo	21.74	Bajo	5 o más	Bachillerato	1 o ninguno
Malo	41.06	Bajo	5 o más	Universitario	2 o más
Malo	22.85	Medio	5 o más	Universitario	2 o más
Malo	33.48	Alto	5 o más	Bachillerato	2 o más
Malo	54.80	Alto	5 o más	Bachillerato	2 o más
Malo	24.07	Alto	5 o más	Bachillerato	2 o más
Malo	25.78	Medio	5 o más	Bachillerato	2 o más
Malo	47.26	Bajo	5 o más	Bachillerato	2 o más
Malo	32.08	Bajo	5 o más	Universitario	2 o más
Malo	21.50	Medio	5 o más	Bachillerato	1 o ninguno
Malo	23.83	Bajo	Menos de 5	Universitario	1 o ninguno
Malo	39.53	Medio	5 o más	Universitario	2 o más
Malo	29.73	Alto	Menos de 5	Bachillerato	1 o ninguno
Malo	28.42	Bajo	Menos de 5	Bachillerato	1 o ninguno
Malo	41.10	Alto	5 o más	Universitario	1 o ninguno
Malo	28.43	Medio	5 o más	Bachillerato	2 o más
Malo	25.23	Bajo	5 o más	Bachillerato	2 o más
Malo	30.82	Medio	5 o más	Bachillerato	2 o más
Malo	29.17	Medio	5 o más	Bachillerato	1 o ninguno
Malo	29.99	Alto	5 o más	Universitario	2 o más
Malo	27.84	Bajo	5 o más	Universitario	2 o más
Malo	20.96	Medio	5 o más	Bachillerato	2 o más
Malo	30.23	Medio	Menos de 5	Universitario	1 o ninguno
Malo	41.32	Medio	5 o más	Bachillerato	2 o más
Malo	23.04	Bajo	5 o más	Universitario	2 o más
Malo	27.03	Medio	5 o más	Universitario	2 o más
Malo	38.36	Bajo	5 o más	Bachillerato	2 o más
Malo	49.62	Bajo	5 o más	Bachillerato	2 o más
Malo	30.34	Medio	5 o más	Bachillerato	2 o más
Malo	27.93	Medio	5 o más	Bachillerato	2 o más
Malo	21.66	Bajo	5 o más	Bachillerato	2 o más
Malo	24.34	Bajo	5 o más	Universitario	2 o más
Malo	23.73	Bajo	5 o más	Bachillerato	2 o más
Malo	20.45	Medio	5 o más	Bachillerato	2 o más
Malo	29.27	Bajo	5 o más	Bachillerato	2 o más
Malo	23.38	Medio	5 o más	Bachillerato	2 o más
Malo	27.32	Bajo	5 o más	Universitario	2 o más
Malo	20.75	Medio	5 o más	Bachillerato	2 o más
Malo	20.82	Bajo	Menos de 5	Bachillerato	2 o más
Malo	29.62	Bajo	5 o más	Bachillerato	2 o más
Malo	21.86	Bajo	5 o más	Universitario	2 o más
Malo	45.51	Medio	5 o más	Bachillerato	2 o más
Malo	26.94	Medio	5 o más	Universitario	1 o ninguno
Malo	22.26	Medio	5 o más	Universitario	2 o más
Malo	20.76	Medio	Menos de 5	Bachillerato	1 o ninguno
Malo	39.16	Medio	5 o más	Universitario	2 o más
Malo	33.42	Bajo	5 o más	Bachillerato	2 o más
Malo	23.02	Medio	5 o más	Bachillerato	2 o más
Bueno	56.91	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	50.53	Medio	5 o más	Universitario	2 o más
Bueno	27.02	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.10	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	29.53	Alto	Menos de 5	Universitario	2 o más
Bueno	28.02	Alto	5 o más	Universitario	2 o más
Bueno	42.44	Alto	5 o más	Universitario	1 o ninguno
Bueno	35.03	Medio	5 o más	Universitario	1 o ninguno
Bueno	23.94	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.74	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.93	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.23	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.93	Medio	5 o más	Bachillerato	2 o más
Bueno	43.54	Medio	5 o más	Bachillerato	2 o más
Bueno	42.29	Alto	5 o más	Bachillerato	2 o más
Bueno	39.11	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	54.14	Alto	5 o más	Bachillerato	2 o más
Bueno	37.36	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.18	Bajo	5 o más	Universitario	2 o más
Bueno	32.71	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.89	Medio	5 o más	Universitario	2 o más
Bueno	34.04	Medio	5 o más	Universitario	2 o más
Bueno	38.33	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	48.15	Alto	5 o más	Bachillerato	2 o más
Bueno	44.44	Medio	5 o más	Bachillerato	2 o más
Bueno	38.80	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.60	Medio	5 o más	Universitario	2 o más
Bueno	34.18	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.90	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.47	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	29.45	Medio	5 o más	Bachillerato	2 o más
Bueno	38.44	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.56	Alto	5 o más	Universitario	2 o más
Bueno	27.27	Medio	5 o más	Universitario	2 o más
Bueno	22.05	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.09	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.00	Bajo	5 o más	Bachillerato	2 o más
Bueno	21.31	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	37.82	Medio	5 o más	Bachillerato	2 o más
Bueno	43.16	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.62	Medio	5 o más	Universitario	2 o más
Bueno	39.86	Alto	5 o más	Universitario	2 o más
Bueno	38.36	Medio	5 o más	Universitario	2 o más
Bueno	30.25	Alto	Menos de 5	Bachillerato	2 o más
Bueno	34.28	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.11	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.19	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	36.08	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	26.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.62	Alto	5 o más	Universitario	2 o más
Bueno	28.06	Alto	Menos de 5	Bachillerato	2 o más
Bueno	29.15	Alto	5 o más	Universitario	2 o más
Bueno	42.21	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	51.96	Medio	Menos de 5	Bachillerato	2 o más
Bueno	34.40	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	43.41	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.44	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.86	Medio	5 o más	Universitario	2 o más
Bueno	27.77	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	47.18	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.30	Alto	5 o más	Bachillerato	2 o más
Bueno	58.42	Medio	5 o más	Universitario	1 o ninguno
Bueno	24.82	Alto	5 o más	Bachillerato	2 o más
Bueno	37.30	Medio	5 o más	Universitario	2 o más
Bueno	39.68	Alto	5 o más	Universitario	1 o ninguno
Bueno	40.07	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.00	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.75	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.40	Alto	5 o más	Universitario	2 o más
Bueno	41.43	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	48.19	Bajo	5 o más	Universitario	1 o ninguno
Bueno	46.52	Medio	5 o más	Universitario	2 o más
Bueno	33.30	Medio	5 o más	Universitario	2 o más
Bueno	27.87	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	49.51	Medio	5 o más	Bachillerato	2 o más
Bueno	35.87	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.96	Alto	5 o más	Bachillerato	2 o más
Bueno	34.75	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.72	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.69	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	42.35	Alto	5 o más	Bachillerato	2 o más
Bueno	32.70	Alto	5 o más	Universitario	2 o más
Bueno	26.27	Alto	5 o más	Universitario	1 o ninguno
Bueno	25.13	Alto	5 o más	Universitario	2 o más
Bueno	29.54	Medio	5 o más	Universitario	2 o más
Bueno	27.92	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	36.29	Alto	5 o más	Bachillerato	2 o más
Bueno	44.20	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.53	Alto	5 o más	Bachillerato	2 o más
Bueno	41.15	Alto	5 o más	Universitario	2 o más
Bueno	36.75	Medio	5 o más	Universitario	2 o más
Bueno	37.52	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	46.60	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.46	Bajo	5 o más	Universitario	2 o más
Bueno	36.15	Bajo	Menos de 5	Bachillerato	2 o más
Bueno	55.33	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	27.12	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	37.36	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.99	Alto	5 o más	Bachillerato	2 o más
Bueno	42.18	Alto	5 o más	Bachillerato	2 o más
Bueno	39.58	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.85	Alto	5 o más	Bachillerato	2 o más
Bueno	40.67	Alto	5 o más	Bachillerato	2 o más
Bueno	35.23	Alto	5 o más	Bachillerato	2 o más
Bueno	37.55	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.58	Bajo	5 o más	Universitario	2 o más
Bueno	48.43	Medio	Menos de 5	Bachillerato	2 o más
Bueno	44.29	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.85	Medio	5 o más	Bachillerato	2 o más
Bueno	22.92	Medio	5 o más	Universitario	2 o más
Bueno	27.67	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.30	Medio	5 o más	Bachillerato	2 o más
Bueno	32.89	Medio	5 o más	Bachillerato	2 o más
Bueno	21.62	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.73	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.74	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.64	Medio	Menos de 5	Bachillerato	2 o más
Bueno	28.25	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.12	Medio	5 o más	Bachillerato	2 o más
Bueno	47.28	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.93	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.49	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	47.71	Alto	5 o más	Universitario	2 o más
Bueno	59.46	Alto	5 o más	Bachillerato	2 o más
Bueno	32.35	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	48.36	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	45.91	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.73	Medio	5 o más	Universitario	2 o más
Bueno	35.89	Medio	5 o más	Universitario	2 o más
Bueno	34.32	Medio	Menos de 5	Universitario	2 o más
Bueno	33.66	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	49.27	Alto	5 o más	Bachillerato	2 o más
Bueno	37.69	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.76	Medio	5 o más	Bachillerato	2 o más
Bueno	45.79	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	21.09	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.62	Alto	5 o más	Universitario	2 o más
Bueno	41.92	Alto	5 o más	Universitario	2 o más
Bueno	39.52	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.48	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.49	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.76	Alto	5 o más	Universitario	2 o más
Bueno	42.96	Alto	5 o más	Universitario	2 o más
Bueno	31.63	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.02	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	51.11	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.59	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.78	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	20.90	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.92	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	45.06	Alto	5 o más	Bachillerato	2 o más
Bueno	40.55	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	57.06	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	48.83	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	37.77	Alto	5 o más	Bachillerato	2 o más
Bueno	42.23	Alto	5 o más	Bachillerato	2 o más
Bueno	48.77	Alto	5 o más	Bachillerato	2 o más
Bueno	40.11	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.35	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.16	Medio	5 o más	Universitario	2 o más
Bueno	39.39	Alto	5 o más	Bachillerato	2 o más
Bueno	33.76	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.68	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.30	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.07	Alto	5 o más	Bachillerato	2 o más
Bueno	47.16	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.17	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	29.07	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	49.71	Alto	5 o más	Universitario	2 o más
Bueno	40.50	Alto	5 o más	Bachillerato	2 o más
Bueno	32.85	Medio	Menos de 5	Bachillerato	2 o más
Bueno	37.08	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.67	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	37.92	Alto	5 o más	Bachillerato	2 o más
Bueno	39.54	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.53	Medio	5 o más	Bachillerato	2 o más
Bueno	26.49	Alto	Menos de 5	Universitario	2 o más
Bueno	36.30	Medio	5 o más	Bachillerato	2 o más
Bueno	40.66	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	50.92	Alto	5 o más	Bachillerato	2 o más
Bueno	27.27	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.21	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.42	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	24.70	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.44	Bajo	5 o más	Universitario	2 o más
Bueno	32.57	Medio	5 o más	Universitario	2 o más
Bueno	20.55	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	28.79	Alto	5 o más	Bachillerato	2 o más
Bueno	35.98	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.97	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.13	Alto	5 o más	Bachillerato	2 o más
Bueno	37.34	Alto	5 o más	Bachillerato	2 o más
Bueno	34.82	Alto	5 o más	Universitario	2 o más
Bueno	42.87	Medio	5 o más	Universitario	2 o más
Bueno	38.36	Medio	5 o más	Bachillerato	2 o más
Bueno	41.74	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.10	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.23	Alto	5 o más	Bachillerato	2 o más
Bueno	33.24	Alto	5 o más	Universitario	1 o ninguno
Bueno	33.44	Medio	5 o más	Universitario	2 o más
Bueno	27.79	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.90	Medio	5 o más	Bachillerato	2 o más
Bueno	38.41	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.15	Alto	5 o más	Universitario	2 o más
Bueno	53.14	Alto	5 o más	Bachillerato	2 o más
Bueno	33.94	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.77	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.92	Alto	5 o más	Universitario	1 o ninguno
Bueno	20.61	Alto	5 o más	Bachillerato	2 o más
Bueno	29.30	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.48	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.07	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	48.65	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.64	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.96	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.35	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.17	Alto	5 o más	Universitario	2 o más
Bueno	42.34	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.37	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	30.96	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.52	Alto	5 o más	Universitario	2 o más
Bueno	28.28	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.76	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	52.59	Alto	5 o más	Universitario	1 o ninguno
Bueno	43.02	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.58	Alto	5 o más	Universitario	2 o más
Bueno	29.34	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.65	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	31.59	Bajo	5 o más	Universitario	1 o ninguno
Bueno	26.15	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.21	Alto	5 o más	Universitario	2 o más
Bueno	40.59	Medio	5 o más	Bachillerato	2 o más
Bueno	45.88	Alto	5 o más	Bachillerato	2 o más
Bueno	26.20	Alto	5 o más	Universitario	2 o más
Bueno	57.43	Alto	5 o más	Universitario	2 o más
Bueno	52.36	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.45	Bajo	5 o más	Bachillerato	2 o más
Bueno	46.33	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.92	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	24.48	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	24.79	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.13	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.72	Bajo	5 o más	Bachillerato	2 o más
Bueno	44.20	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.18	Medio	5 o más	Universitario	2 o más
Bueno	34.12	Alto	Menos de 5	Universitario	2 o más
Bueno	44.77	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	35.85	Alto	5 o más	Universitario	2 o más
Bueno	20.13	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.74	Alto	5 o más	Universitario	2 o más
Bueno	29.78	Medio	5 o más	Bachillerato	2 o más
Bueno	21.29	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.05	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	27.93	Medio	Menos de 5	Bachillerato	2 o más
Bueno	46.19	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	43.03	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.45	Medio	5 o más	Universitario	2 o más
Bueno	24.85	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	32.66	Alto	5 o más	Universitario	2 o más
Bueno	34.91	Medio	Menos de 5	Universitario	2 o más
Bueno	51.05	Alto	5 o más	Universitario	2 o más
Bueno	35.26	Alto	5 o más	Bachillerato	2 o más
Bueno	24.24	Medio	Menos de 5	Universitario	2 o más
Bueno	47.08	Alto	5 o más	Bachillerato	2 o más
Bueno	29.09	Alto	5 o más	Universitario	2 o más
Bueno	39.39	Alto	5 o más	Universitario	2 o más
Bueno	37.41	Alto	5 o más	Universitario	1 o ninguno
Bueno	25.71	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.01	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	39.98	Alto	5 o más	Universitario	2 o más
Bueno	33.11	Medio	Menos de 5	Universitario	2 o más
Bueno	43.86	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.29	Medio	5 o más	Universitario	1 o ninguno
Bueno	47.28	Alto	5 o más	Bachillerato	2 o más
Bueno	48.30	Alto	5 o más	Universitario	2 o más
Bueno	31.94	Medio	Menos de 5	Bachillerato	2 o más
Bueno	31.92	Alto	Menos de 5	Bachillerato	2 o más
Bueno	39.35	Alto	5 o más	Bachillerato	2 o más
Bueno	44.49	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.88	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.82	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.84	Alto	5 o más	Universitario	2 o más
Bueno	40.83	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.81	Alto	5 o más	Universitario	2 o más
Bueno	33.71	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	28.72	Medio	Menos de 5	Bachillerato	2 o más
Bueno	44.65	Alto	5 o más	Bachillerato	2 o más
Bueno	26.77	Alto	5 o más	Universitario	2 o más
Bueno	49.21	Alto	5 o más	Bachillerato	2 o más
Bueno	32.59	Medio	Menos de 5	Bachillerato	2 o más
Bueno	32.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	24.13	Medio	5 o más	Universitario	2 o más
Bueno	39.41	Alto	5 o más	Universitario	2 o más
Bueno	49.07	Alto	5 o más	Bachillerato	2 o más
Bueno	44.88	Medio	5 o más	Bachillerato	2 o más
Bueno	44.88	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	49.35	Medio	5 o más	Universitario	2 o más
Bueno	31.16	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.69	Medio	5 o más	Universitario	1 o ninguno
Bueno	45.52	Alto	5 o más	Universitario	2 o más
Bueno	42.09	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	30.46	Alto	5 o más	Bachillerato	2 o más
Bueno	40.28	Medio	5 o más	Bachillerato	2 o más
Bueno	27.88	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	48.69	Alto	5 o más	Universitario	2 o más
Bueno	36.11	Alto	5 o más	Universitario	1 o ninguno
Bueno	40.96	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.02	Medio	5 o más	Bachillerato	2 o más
Bueno	47.79	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	48.78	Medio	5 o más	Bachillerato	2 o más
Bueno	47.78	Medio	5 o más	Bachillerato	2 o más
Bueno	47.28	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.78	Alto	5 o más	Universitario	1 o ninguno
Bueno	48.63	Alto	5 o más	Bachillerato	2 o más
Bueno	23.90	Medio	5 o más	Universitario	2 o más
Bueno	30.91	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.66	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.90	Medio	5 o más	Universitario	2 o más
Bueno	45.02	Medio	Menos de 5	Universitario	2 o más
Bueno	36.00	Medio	5 o más	Bachillerato	2 o más
Bueno	29.91	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.76	Alto	5 o más	Universitario	2 o más
Bueno	28.19	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.38	Medio	5 o más	Universitario	2 o más
Bueno	38.24	Alto	5 o más	Universitario	1 o ninguno
Bueno	35.78	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.88	Medio	5 o más	Universitario	2 o más
Bueno	43.92	Alto	5 o más	Universitario	2 o más
Bueno	26.70	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.90	Medio	5 o más	Bachillerato	2 o más
Bueno	38.68	Alto	Menos de 5	Bachillerato	2 o más
Bueno	50.71	Medio	5 o más	Universitario	2 o más
Bueno	38.73	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.25	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.46	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.02	Alto	5 o más	Universitario	1 o ninguno
Bueno	31.99	Alto	5 o más	Universitario	2 o más
Bueno	28.92	Alto	5 o más	Bachillerato	2 o más
Bueno	22.49	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	24.76	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	50.42	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.91	Medio	5 o más	Bachillerato	2 o más
Bueno	49.92	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	44.99	Alto	5 o más	Bachillerato	2 o más
Bueno	27.47	Alto	5 o más	Bachillerato	2 o más
Bueno	28.09	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	24.96	Alto	5 o más	Bachillerato	2 o más
Bueno	48.49	Alto	5 o más	Universitario	2 o más
Bueno	43.22	Alto	5 o más	Bachillerato	2 o más
Bueno	38.81	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.93	Alto	5 o más	Universitario	2 o más
Bueno	40.81	Alto	5 o más	Universitario	2 o más
Bueno	37.02	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.50	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.47	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	34.82	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.10	Medio	5 o más	Universitario	2 o más
Bueno	44.84	Alto	5 o más	Universitario	2 o más
Bueno	24.73	Alto	5 o más	Universitario	2 o más
Bueno	45.41	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.74	Alto	5 o más	Universitario	2 o más
Bueno	25.21	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.58	Alto	Menos de 5	Bachillerato	2 o más
Bueno	43.26	Medio	5 o más	Bachillerato	2 o más
Bueno	27.31	Alto	5 o más	Universitario	2 o más
Bueno	47.96	Medio	5 o más	Universitario	2 o más
Bueno	38.42	Alto	5 o más	Universitario	2 o más
Bueno	30.61	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.92	Medio	5 o más	Bachillerato	2 o más
Bueno	44.44	Medio	5 o más	Bachillerato	2 o más
Bueno	38.37	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.48	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.43	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.89	Medio	5 o más	Bachillerato	2 o más
Bueno	28.17	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	20.85	Medio	5 o más	Bachillerato	2 o más
Bueno	34.56	Alto	5 o más	Universitario	2 o más
Bueno	41.70	Bajo	5 o más	Bachillerato	1 o ninguno
Bueno	41.26	Medio	5 o más	Bachillerato	2 o más
Bueno	47.73	Medio	5 o más	Bachillerato	1 o ninguno
